fecha;metodo;region;sexo;edad;estudios;imagen_massa;imagen_villarruel;imagen_macri;imagen_milei;imagen_bulrich;imagen_cfk;teme;votara_milei;votara_massa;ballotage_votara;P14;P15;general_voto;pondedad;pondestudios;pondedadestudios;pondZonapais;pondedadestudiosZonapais;pondestudios2;pondedadestudiosZonapaisestudios2;pondedad2;pondedadestudiosZonapaisestudios2edad2;pondsexo;pondedadestudiosZonapaisestudios2edad2sexo;pondZonapais2;pondedadestudiosZonapaisestudios2edad2sexoZonapais2;pondvotant;pondedadestudiosZonapaisestudios2edad2sexoZonapais2votant;pondest3;pondedadestudiosZonapaisestudios2edad2sexoZonapais2votantest3;IMAGEN_MASSA;IMAGEN_VILLARRUEL;IMAGEN_MACRI;IMAGEN_MILEI;IMAGEN_BULLRICH;IMAGEN_CFK
2023-11-19;IVR;Centro;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy negativo;Algo negativo;Algo positivo;Algo negativo;Muy negativo;Que gane Sergio Massa;No sabe // Está indeciso;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Javier Milei de la Libertad Avanza;1.48207554241363;0.548705637194426;0.813223204870345;1.06958926047492;0.869814806298317;1.00354176963286;0.872895489965476;0.938351259410849;0.819082582343155;0.994415194355708;0.814508165314144;0.999644780972787;0.814218836516004;1.45204051898392;1.18227874194118;0.994776393869599;1.17610298345693;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy positivo;No sabe/No tiene opinión formada;Algo positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Javier Milei;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;0.55544151265804;1.99424904462305;1.10768870596228;1.06958926047492;1.18477194384661;0.977250595570355;1.15781908773915;1.02151472734302;1.1827292497244;1.0061214290132;1.18996924286843;0.999644780972787;1.18954654315156;1.45204051898392;1.72726977987332;1.04559517198309;1.80602494254784;POSITIVA;NS/NC;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Algo positivo;Muy positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;1.45204051898392;0.488033589382129;0.994776393869599;0.485484294132791;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;No sabe // Está indeciso;Javier Milei de la Libertad Avanza;0.55544151265804;1.21386734889247;0.674232316435038;1.06958926047492;0.721151644724045;1.01894833299725;0.734816266229791;1.02151472734302;0.750625637844941;0.994415194355708;0.746433539545954;0.999644780972787;0.746168392150157;1.45204051898392;1.08346673938711;0.965362198393827;1.04593783342133;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Algo positivo;Muy positivo;Algo negativo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Algo positivo;Muy positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país no tendrá muchos cambios respecto de la actualidad;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;1.48207554241363;0.548705637194426;0.813223204870345;1.06958926047492;0.869814806298317;1.00354176963286;0.872895489965476;0.938351259410849;0.819082582343155;1.0061214290132;0.824096538226917;0.999644780972787;0.823803803456278;1.45204051898392;1.19619650231158;0.994776393869599;1.18994804292894;NEGATIVA;NS/NC;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Las dos posibilidades me dan el mismo miedo;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Las dos posibilidades me dan el mismo miedo;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;1.99424904462305;1.10768870596228;1.06958926047492;1.18477194384661;0.977250595570355;1.15781908773915;1.02151472734302;1.1827292497244;0.994415194355708;1.17612393673487;0.999644780972787;1.17570615513418;0.923555974764576;1.08583044414166;1.04559517198309;1.13533906998678;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;No sabe/No tiene opinión formada;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Javier Milei;Seguro lo votaría;Nunca lo votaría;Javier Milei;No sabe // Está indeciso;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Algo positivo;Muy positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;1.45204051898392;0.482355312830909;0.994776393869599;0.479835678661774;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Muy positivo;Muy negativo;No sabe/No tiene opinión formada;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;30-49;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país entrará en una crisis económica, social y política;Patricia Bullrich de Juntos por el cambio;1.48207554241363;1.21386734889247;1.799043109528;1.06958926047492;1.92423718908256;1.01894833299725;1.96069827610699;0.938351259410849;1.83982369670967;1.0061214290132;1.85108604686588;0.999644780972787;1.85042850588103;0.923555974764576;1.70897430248111;0.965362198393827;1.64977918964172;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Muy positivo;Muy positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;1.48207554241363;0.548705637194426;0.813223204870345;1.06958926047492;0.869814806298317;1.00354176963286;0.872895489965476;0.938351259410849;0.819082582343155;1.0061214290132;0.824096538226917;0.999644780972787;0.823803803456278;1.45204051898392;1.19619650231158;0.994776393869599;1.18994804292894;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;1.21386734889247;0.674232316435038;1.06958926047492;0.721151644724045;1.01894833299725;0.734816266229791;1.02151472734302;0.750625637844941;0.994415194355708;0.746433539545954;0.999644780972787;0.746168392150157;0.923555974764576;0.689128276750755;0.965362198393827;0.665258388219458;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;1.99424904462305;1.10768870596228;1.06958926047492;1.18477194384661;0.977250595570355;1.15781908773915;1.02151472734302;1.1827292497244;1.0061214290132;1.18996924286843;0.999644780972787;1.18954654315156;0.923555974764576;1.09861281718817;1.04559517198309;1.14870425753069;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;24-29;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo negativo;Algo positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Juan Schiaretti de  Hacemos por nuestro país;1.47929057718103;1.21386734889247;1.79566253116435;1.06958926047492;1.9206213587706;1.01894833299725;1.95701393183821;1.03020956342626;2.01613446833816;1.0061214290132;2.02847609236715;0.999644780972787;2.0277555390629;0.954383835672466;1.93525710917694;0.965362198393827;1.86822405737233;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Algo negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Algo negativo;Que gane Javier Milei;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país no tendrá muchos cambios respecto de la actualidad;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;0.55544151265804;1.21386734889247;0.674232316435038;1.06958926047492;0.721151644724045;1.01894833299725;0.734816266229791;1.02151472734302;0.750625637844941;0.994415194355708;0.746433539545954;0.999644780972787;0.746168392150157;1.45204051898392;1.08346673938711;0.965362198393827;1.04593783342133;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo negativo;Algo positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Algo positivo;Muy positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Javier Milei de la Libertad Avanza;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;1.45204051898392;0.488033589382129;0.994776393869599;0.485484294132791;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo negativo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Algo positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;NS/NC;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país no tendrá muchos cambios respecto de la actualidad;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;No sabe/No tiene opinión formada;Muy positivo;Algo positivo;Algo positivo;No sabe/No tiene opinión formada;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;1.48207554241363;0.548705637194426;0.813223204870345;1.06958926047492;0.869814806298317;1.00354176963286;0.872895489965476;0.938351259410849;0.819082582343155;1.0061214290132;0.824096538226917;0.999644780972787;0.823803803456278;0.923555974764576;0.760828924715828;0.994776393869599;0.756854654080496;NEGATIVA;NS/NC;POSITIVA;POSITIVA;POSITIVA;NS/NC
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo negativo;Algo positivo;No sabe/No tiene opinión formada;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;POSITIVA;NS/NC
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Muy positivo;Muy positivo;Muy positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;1.48207554241363;0.548705637194426;0.813223204870345;1.06958926047492;0.869814806298317;1.00354176963286;0.872895489965476;0.938351259410849;0.819082582343155;0.994415194355708;0.814508165314144;0.999644780972787;0.814218836516004;0.923555974764576;0.751976671230217;0.994776393869599;0.74804864128046;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;16-23;Nivel Primario, ya sea completo o incompleto;Muy negativo;Muy negativo;Muy negativo;Muy positivo;Muy negativo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Sergio Massa de Unidos por la patria;2.34333245461974;1.99424904462305;4.6731885088596;1.06958926047492;4.99839224125104;0.977250595570355;4.88468179465682;1.07086020326163;5.23081133949458;1.0061214290132;5.26283137979074;0.999644780972787;5.26096192194762;1.08834275989641;5.7257298178424;1.04559517198309;5.98679545361563;NEGATIVA;NEGATIVA;NEGATIVA;POSITIVA;NEGATIVA;NEGATIVA
2023-11-19;IVR;Centro;Masculino;30-49;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Muy negativo;Algo positivo;Muy positivo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país no tendrá muchos cambios respecto de la actualidad;Patricia Bullrich de Juntos por el cambio;1.48207554241363;0.548705637194426;0.813223204870345;1.06958926047492;0.869814806298317;1.00354176963286;0.872895489965476;0.938351259410849;0.819082582343155;1.0061214290132;0.824096538226917;0.999644780972787;0.823803803456278;0.923555974764576;0.760828924715828;0.994776393869599;0.756854654080496;NEGATIVA;POSITIVA;POSITIVA;NEGATIVA;POSITIVA;POSITIVA
2023-11-19;IVR;Centro;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país no tendrá muchos cambios respecto de la actualidad;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;1.0061214290132;0.336221340533153;0.999644780972787;0.336101908315641;0.923555974764576;0.310408925554686;0.994776393869599;0.308787471588227;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Algo positivo;Algo positivo;Algo positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Muy negativo;Algo positivo;Muy positivo;Algo positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Podría llegar a votarlo;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;Muy negativo;Muy positivo;Muy positivo;Muy positivo;Muy positivo;Muy negativo;Que gane Sergio Massa;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país entrará en una crisis económica similar a la de Venezuela;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;1.21386734889247;0.674232316435038;1.06958926047492;0.721151644724045;1.01894833299725;0.734816266229791;1.02151472734302;0.750625637844941;0.994415194355708;0.746433539545954;0.999644780972787;0.746168392150157;0.923555974764576;0.689128276750755;0.965362198393827;0.665258388219458;NEGATIVA;POSITIVA;POSITIVA;POSITIVA;POSITIVA;NEGATIVA
2023-11-19;IVR;Centro;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;Algo negativo;No sabe/No tiene opinión formada;Algo positivo;No sabe/No tiene opinión formada;Muy positivo;Muy negativo;Las dos posibilidades me dan el mismo miedo;Seguro lo votaría;Nunca lo votaría;Javier Milei;El país no tendrá muchos cambios respecto de la actualidad;El país iniciará una etapa de crecimiento económico;Patricia Bullrich de Juntos por el cambio;0.55544151265804;0.548705637194426;0.304773889127266;1.06958926047492;0.325982878683697;1.00354176963286;0.327137434944252;1.02151472734302;0.334175707660772;0.994415194355708;0.332309401282443;0.999644780972787;0.332191358660186;0.923555974764576;0.306797314055777;0.994776393869599;0.305194725725284;NEGATIVA;NS/NC;POSITIVA;NS/NC;POSITIVA;NEGATIVA
