fecha;metodo;region;sexo;edad;estudios;imagen_massa;imagen_villarruel;imagen_macri;imagen_milei;imagen_bulrich;imagen_cfk;imagen_larreta;imagen_lousteau;imagen_jorge_macri;imagen_kicillof;ballotage_votara;general_voto;paso_voto
2023-04-01;Presencial;Miramar;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Miramar;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Miramar;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Miramar;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Miramar;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;San Vicente;Masculino;18 a 29;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;San Vicente;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;San Vicente;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Baradero;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Baradero;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Baradero;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Pergamino;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Pergamino;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Pergamino;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Pergamino;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Zárate;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Zárate;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Zárate;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Zárate;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Zárate;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tandil;Femenino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tandil;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Formosa;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Formosa;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Formosa;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Formosa;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Resistencia;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Resistencia;Masculino;Más de 50;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Resistencia;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Corrientes;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Corrientes;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Corrientes;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Santa Fe;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Santa Fe;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Santa Fe;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Santa Fe;Femenino;18 a 29;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Salta;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Salta;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Salta;Femenino;18 a 29;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Salta;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Salta;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mar del Plata;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mar del Plata;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mar del Plata;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mar del Plata;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;La Plata;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;La Plata;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;La Plata;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;La Plata;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;La Plata;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Femenino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;18 a 29;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;30 a 49;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Tucumán;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Masculino;18 a 29;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Masculino;Más de 50;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Femenino;30 a 49;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Masculino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Mendoza;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Córdoba;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Córdoba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Córdoba;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Córdoba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Córdoba;Femenino;Más de 50;Nivel Primario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Córdoba;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Rosario;Femenino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Rosario;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Rosario;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Rosario;Femenino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;30 a 49;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;30 a 49;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Femenino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Femenino;Más de 50;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Universitario o Terciario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
2023-04-01;Presencial;Gba;Masculino;18 a 29;Nivel Secundario, ya sea completo o incompleto;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;NS/NC;Javier Milei – Victoria Villaruel de La Libertad Avanza
